DISTRITO,EDAD,latitud,longitud
JESUS MARIA,38,-12.075552585883646,-77.04315848226848
JESUS MARIA,29,-12.070448784973092,-77.04182610270996
LA VICTORIA,56,-12.059095973447906,-77.02829422487984
LA VICTORIA,47,-12.079896781886093,-77.01483505011822
BREÑA,35,-12.052653280339083,-77.04483682868292
JESUS MARIA,43,-12.082065125916479,-77.04213603076555
JESUS MARIA,73,-12.065722040331751,-77.0414863846161
JESUS MARIA,42,-12.0879326616214,-77.05060954592875
PUEBLO LIBRE,27,-12.074813402914675,-77.07823662316068
JESUS MARIA,51,-12.072130921463593,-77.04619135875976
PUEBLO LIBRE,49,-12.074412453755958,-77.0651087120652
JESUS MARIA,27,-12.08271125063317,-77.05393695826156
PUEBLO LIBRE,75,-12.071669800164615,-77.06412837229368
JESUS MARIA,59,-12.070195074940894,-77.04945665449527
PUEBLO LIBRE,75,-12.07644426754354,-77.05754989772107
JESUS MARIA,30,-12.072926138137351,-77.05147709484167
LINCE,34,-12.091455856086021,-77.02811319690998
JESUS MARIA,39,-12.088253198949669,-77.05510703489243
JESUS MARIA,34,-12.087428065334892,-77.05663647953432
JESUS MARIA,31,-12.076952744214386,-77.0545998957039
JESUS MARIA,50,-12.07602546919404,-77.04088679728054
JESUS MARIA,34,-12.087858682125244,-77.0547091853889
JESUS MARIA,36,-12.071831483918443,-77.04906851413921
LINCE,31,-12.08908526437243,-77.03245032016791
JESUS MARIA,30,-12.0828367131272,-77.05067408944758
LA VICTORIA,55,-12.07767136386496,-77.01912926427345
LA VICTORIA,30,-12.073917636639319,-77.01305073126596
JESUS MARIA,58,-12.085452460624818,-77.05135401042503
JESUS MARIA,35,-12.08014522927773,-77.05306196741827
JESUS MARIA,60,-12.081517923604029,-77.0544074840321
PUEBLO LIBRE,32,-12.078830545623932,-77.07059993510885
JESUS MARIA,29,-12.070170912694772,-77.04202533348223
JESUS MARIA,30,-12.07963989616058,-77.04590494576364
JESUS MARIA,47,-12.082664583723673,-77.0597828205783
LA VICTORIA,49,-12.079002177565382,-77.02405419186817
JESUS MARIA,31,-12.090872899999157,-77.05462929095891
JESUS MARIA,28,-12.075998150904667,-77.05348862003088
LA VICTORIA,55,-12.079205072238896,-77.01069371420859
JESUS MARIA,41,-12.072148369607655,-77.04774266923314
JESUS MARIA,54,-12.078628864727886,-77.0536734758733
PUEBLO LIBRE,46,-12.076326181096606,-77.06626323527499
LA VICTORIA,72,-12.057913687356649,-77.01908131658345
LA VICTORIA,48,-12.066519596602818,-77.0020262307754
BREÑA,76,-12.067942671528572,-77.05071162584903
LINCE,77,-12.083149191825836,-77.03295905744451
JESUS MARIA,30,-12.087563221471552,-77.05228438395449
LINCE,29,-12.081877357802028,-77.0304274085557
JESUS MARIA,55,-12.080985882078336,-77.04366789683122
JESUS MARIA,51,-12.07229250535327,-77.04870289706233
JESUS MARIA,45,-12.079607994412154,-77.05625346913145
PUEBLO LIBRE,57,-12.070806052506452,-77.07637163972136
LINCE,63,-12.083948169700825,-77.0424030967451
JESUS MARIA,64,-12.085858773292019,-77.05537516267447
JESUS MARIA,69,-12.07653892420816,-77.04768886714713
JESUS MARIA,94,-12.069803689074556,-77.04715258732828
BREÑA,47,-12.05532982505241,-77.04973436289384
LA VICTORIA,85,-12.070216932366996,-77.0087274143969
JESUS MARIA,43,-12.08400198858085,-77.05012775093978
LA VICTORIA,65,-12.063512527650046,-77.03199399750834
JESUS MARIA,51,-12.07918461424509,-77.0527258394002
PUEBLO LIBRE,61,-12.07213738047967,-77.06581471025787
LA VICTORIA,67,-12.074563817135678,-77.01790427961308
JESUS MARIA,51,-12.067438534314888,-77.04642124847248
LINCE,42,-12.080629824954793,-77.03531286324322
JESUS MARIA,28,-12.09095928973727,-77.05280184796764
JESUS MARIA,28,-12.077021352078729,-77.04488028508086
JESUS MARIA,65,-12.08011870641736,-77.05279678623324
JESUS MARIA,30,-12.066858865347827,-77.04086860608493
JESUS MARIA,74,-12.070591402176198,-77.04613058873716
JESUS MARIA,56,-12.08101762609064,-77.05134092002895
PUEBLO LIBRE,73,-12.077228195766919,-77.05734137497757
JESUS MARIA,28,-12.082693243473543,-77.04688347115955
JESUS MARIA,48,-12.081727673488656,-77.0432808706918
JESUS MARIA,30,-12.079230061266294,-77.05618432430659
JESUS MARIA,32,-12.081460309582967,-77.0464962511225
JESUS MARIA,41,-12.086506061477195,-77.05763305936946
BREÑA,87,-12.066826516556269,-77.0482132043909
BREÑA,48,-12.054046413711392,-77.04716499505008
JESUS MARIA,48,-12.076286765733439,-77.04771360300538
LA VICTORIA,26,-12.06083360676591,-77.00807399530939
LA VICTORIA,57,-12.063652289433131,-77.00090227375944
PUEBLO LIBRE,64,-12.08246163517805,-77.06530967502266
JESUS MARIA,31,-12.07458861448068,-77.04294820236242
BREÑA,55,-12.059891822755274,-77.04995310731307
BREÑA,29,-12.064498434332195,-77.05100369722923
JESUS MARIA,41,-12.075586411898495,-77.04885379527046
PUEBLO LIBRE,60,-12.068349211398075,-77.05386450278357
JESUS MARIA,61,-12.072110929311409,-77.05026263839078
LA VICTORIA,28,-12.084823001881666,-77.01181768801519
JESUS MARIA,29,-12.08725135577271,-77.05431429869176
BREÑA,43,-12.053140364764102,-77.05548820681234
LINCE,34,-12.08659027985239,-77.04060440948962
JESUS MARIA,62,-12.083036333569282,-77.05923491184053
JESUS MARIA,65,-12.085000668558841,-77.04938585890484
LA VICTORIA,28,-12.062035667978746,-77.00494961142658
JESUS MARIA,30,-12.077748512750617,-77.04905907990188
JESUS MARIA,27,-12.067020654266113,-77.04158020157409
LINCE,77,-12.080290775997165,-77.03745639821952
JESUS MARIA,58,-12.090668908057902,-77.05642640848167
PUEBLO LIBRE,53,-12.074163741213674,-77.07220031032031
JESUS MARIA,29,-12.089831201346444,-77.05251456838005
JESUS MARIA,32,-12.081272754627088,-77.05839835292977
JESUS MARIA,31,-12.07392219368987,-77.04980783363453
PUEBLO LIBRE,56,-12.072495298402568,-77.06693083043832
JESUS MARIA,61,-12.07799212143813,-77.04247965847159
LA VICTORIA,27,-12.089677392159137,-77.01863652246803
PUEBLO LIBRE,30,-12.081485181773472,-77.06251633834393
JESUS MARIA,39,-12.079919232451797,-77.0431607703451
LA VICTORIA,53,-12.06824104667622,-77.02848677033099
LA VICTORIA,43,-12.070632791202291,-77.0246524754105
JESUS MARIA,26,-12.079939417304077,-77.05515238448697
JESUS MARIA,75,-12.071980326725246,-77.04509414342913
LINCE,61,-12.08529587216168,-77.04777341669912
LA VICTORIA,67,-12.07103524329899,-77.00707677354681
JESUS MARIA,61,-12.076436160463016,-77.0447962777651
JESUS MARIA,40,-12.074977552151505,-77.05119821725931
LA VICTORIA,29,-12.088031118890989,-77.01928387226378
LA VICTORIA,40,-12.060702689683655,-77.02462782082134
JESUS MARIA,57,-12.071153886959028,-77.047063098853
LINCE,77,-12.078503904675316,-77.03695921123354
PUEBLO LIBRE,57,-12.073935763536117,-77.06015804590851
PUEBLO LIBRE,37,-12.079872320415033,-77.06523588891947
JESUS MARIA,53,-12.075265315660264,-77.04125121524925
JESUS MARIA,29,-12.076001275173368,-77.04230236634389
JESUS MARIA,49,-12.090523163524182,-77.05665854338918
PUEBLO LIBRE,45,-12.070613747839896,-77.06539620409833
JESUS MARIA,25,-12.077949350917182,-77.04425038405745
LA VICTORIA,63,-12.088375478971203,-77.02222225686536
BREÑA,50,-12.05203515740145,-77.04242673319554
JESUS MARIA,29,-12.07569873762725,-77.04756357682129
JESUS MARIA,31,-12.068671015496408,-77.04767287466302
PUEBLO LIBRE,31,-12.081434913622475,-77.06874476801342
JESUS MARIA,32,-12.077012789122932,-77.05241053161816
JESUS MARIA,30,-12.079281342957035,-77.04996908662768
BREÑA,44,-12.061724614799001,-77.05301905280818
BREÑA,52,-12.054711250605505,-77.05601392112114
LA VICTORIA,51,-12.064495437155584,-77.01452380356675
JESUS MARIA,28,-12.08700237996285,-77.0613078618309
JESUS MARIA,53,-12.085853806159022,-77.05235796526554
BREÑA,58,-12.062734493942882,-77.05319893128922
JESUS MARIA,59,-12.076640818475802,-77.05376136330375
LA VICTORIA,30,-12.074402557908,-77.00831981574164
JESUS MARIA,30,-12.080502360509389,-77.04925881750523
JESUS MARIA,43,-12.088786108728033,-77.05606847600359
JESUS MARIA,43,-12.080197260442986,-77.0472317201931
PUEBLO LIBRE,35,-12.069862346816299,-77.05647136275324
JESUS MARIA,45,-12.084048006821467,-77.05421904254767
JESUS MARIA,57,-12.083980969376139,-77.04968207913811
BREÑA,31,-12.05223195066012,-77.05233052591039
JESUS MARIA,46,-12.081190557235962,-77.05665016308072
JESUS MARIA,90,-12.067804449490199,-77.04284728215738
JESUS MARIA,56,-12.086216700406062,-77.05783656401468
JESUS MARIA,44,-12.088439146759482,-77.0562264206344
LA VICTORIA,50,-12.076158432487013,-77.01571457761811
JESUS MARIA,55,-12.080009202640927,-77.0474414203694
BREÑA,59,-12.057592522893515,-77.04662901117065
LA VICTORIA,30,-12.061704567330969,-77.02074644032038
JESUS MARIA,54,-12.074963102771264,-77.05329562816617
JESUS MARIA,62,-12.068918100465565,-77.04523018613713
JESUS MARIA,26,-12.071844122195774,-77.041979614479
JESUS MARIA,51,-12.07112670161143,-77.04797878069915
PUEBLO LIBRE,67,-12.073449886705214,-77.06969701692769
PUEBLO LIBRE,62,-12.077997576044089,-77.06768272915505
PUEBLO LIBRE,62,-12.080074838104558,-77.0670096065441
JESUS MARIA,31,-12.082052997082318,-77.05593778337403
JESUS MARIA,49,-12.070916559857553,-77.04097932825556
PUEBLO LIBRE,50,-12.071108186586528,-77.07644555773985
LINCE,46,-12.080144107634078,-77.03449967860293
BREÑA,50,-12.049532595038803,-77.05271722681748
JESUS MARIA,78,-12.08754536823242,-77.05614517489741
JESUS MARIA,62,-12.089683368217361,-77.05441677624509
JESUS MARIA,25,-12.081670737586927,-77.05848897549193
JESUS MARIA,47,-12.072894810500935,-77.04242568444862
LA VICTORIA,58,-12.070586997892741,-77.00181078289116
PUEBLO LIBRE,62,-12.073235995861051,-77.05314436430724
PUEBLO LIBRE,51,-12.076640227733234,-77.07665649434529
JESUS MARIA,41,-12.082135136158355,-77.05455691191776
LINCE,27,-12.088105465163913,-77.03479232977925
JESUS MARIA,49,-12.085847067816372,-77.05497573938126
LINCE,53,-12.088391047156282,-77.03857641846022
JESUS MARIA,28,-12.084770521483215,-77.05712072339682
JESUS MARIA,40,-12.089272436286702,-77.05819813353042
PUEBLO LIBRE,72,-12.070605687096464,-77.0753613992185
JESUS MARIA,59,-12.065850523276936,-77.04485323115993
JESUS MARIA,46,-12.083321754025597,-77.05879095462147
LA VICTORIA,58,-12.089285744342071,-77.02170664158076
LA VICTORIA,50,-12.065226226715996,-77.02543287505674
BREÑA,55,-12.056694467248121,-77.04489933810441
JESUS MARIA,53,-12.082686779971876,-77.05515990616489
JESUS MARIA,52,-12.067980158369362,-77.04306730715575
JESUS MARIA,52,-12.069645190631286,-77.04626000535997
JESUS MARIA,50,-12.072605697377467,-77.04652587866106
JESUS MARIA,37,-12.079731986288975,-77.04656617381276
PUEBLO LIBRE,63,-12.079154476054057,-77.07476117081792
BREÑA,39,-12.058952878157417,-77.0462305421466
JESUS MARIA,47,-12.080187633769308,-77.04572086413995
JESUS MARIA,29,-12.083624231779156,-77.05027976733388
BREÑA,49,-12.063139341309338,-77.05663824124926
JESUS MARIA,52,-12.079969776916743,-77.05037990648412
JESUS MARIA,68,-12.07894065013499,-77.04923022770517
JESUS MARIA,55,-12.083405965453409,-77.04898503932506
JESUS MARIA,27,-12.083280517173815,-77.05782477399872
JESUS MARIA,55,-12.087216210424053,-77.05222133490295
JESUS MARIA,34,-12.084483178000388,-77.05972760871866
LA VICTORIA,51,-12.085172844624736,-77.01996995678253
LA VICTORIA,53,-12.060231322910152,-77.02494765559409
BREÑA,71,-12.054861805065915,-77.04943485881692
LA VICTORIA,29,-12.06882277030662,-77.00644992642617
LINCE,40,-12.088031016540391,-77.02731714285196
LINCE,52,-12.076421782993732,-77.03930239892051
JESUS MARIA,39,-12.075009784449916,-77.04271157806295
JESUS MARIA,57,-12.085165855033567,-77.06102851066584
JESUS MARIA,41,-12.082980899043925,-77.05918612885361
LA VICTORIA,21,-12.078178018429327,-77.0187478760596
LINCE,30,-12.084472347650113,-77.03686758060655
LA VICTORIA,29,-12.0865975370571,-77.01452631528535
JESUS MARIA,48,-12.081692138196782,-77.04768291723757
LINCE,27,-12.0837947912096,-77.03128814337444
JESUS MARIA,42,-12.088682033943131,-77.05849910787629
LA VICTORIA,77,-12.063188011512308,-77.01464693250664
LA VICTORIA,33,-12.078618787690594,-77.01233168541104
JESUS MARIA,38,-12.081484544217625,-77.04655931644751
JESUS MARIA,57,-12.071718072396916,-77.04190769219186
LINCE,90,-12.08768509133673,-77.04353037833185
JESUS MARIA,48,-12.091183380590387,-77.05276959073562
LA VICTORIA,52,-12.058694257354146,-77.01769480779085
JESUS MARIA,27,-12.08578479573078,-77.05212026840339
JESUS MARIA,58,-12.088227648221526,-77.05760070579569
BREÑA,57,-12.053825498082372,-77.05007498703739
JESUS MARIA,56,-12.066524565516858,-77.04420728423806
LA VICTORIA,64,-12.063390818381635,-77.000571335878
JESUS MARIA,85,-12.085386785888808,-77.05171093419764
PUEBLO LIBRE,39,-12.071481628842415,-77.05866856045135
LA VICTORIA,71,-12.066080204118924,-77.00598425520593
LINCE,50,-12.080416907450461,-77.03917105020342
JESUS MARIA,56,-12.066519610488351,-77.04119626201253
LINCE,70,-12.081089392104177,-77.0319578938008
JESUS MARIA,11,-12.07732129144309,-77.0513669838113
JESUS MARIA,30,-12.073288188042584,-77.0453261180058
LINCE,50,-12.086794129290995,-77.0272277658985
JESUS MARIA,31,-12.075901712613527,-77.04225953184871
JESUS MARIA,58,-12.075821277810599,-77.05342298041359
JESUS MARIA,45,-12.084093861585597,-77.06021120025908
JESUS MARIA,30,-12.084685212080123,-77.05459714116157
LINCE,68,-12.089136344671301,-77.024915338454
PUEBLO LIBRE,47,-12.072637211621116,-77.05355114632451
JESUS MARIA,16,-12.083535811408115,-77.05111666857574
BREÑA,55,-12.065312333874214,-77.05477555636577
JESUS MARIA,48,-12.080136664438268,-77.05095771940573
BREÑA,41,-12.057065001926167,-77.05395437638225
BREÑA,46,-12.054225804824096,-77.05452843594702
PUEBLO LIBRE,42,-12.083956234694462,-77.06121086925498
JESUS MARIA,69,-12.082845079836094,-77.0530096719567
JESUS MARIA,64,-12.065026936525866,-77.04236404622858
BREÑA,56,-12.058535557667438,-77.05743031184164
LA VICTORIA,36,-12.067605447872207,-77.0178964038368
JESUS MARIA,29,-12.06652581007937,-77.04560966242245
JESUS MARIA,52,-12.08535319955828,-77.05228487678716
JESUS MARIA,49,-12.083388567399487,-77.05347277102925
JESUS MARIA,29,-12.076135776258228,-77.042400874417
LINCE,45,-12.083186779469457,-77.04496567620686
JESUS MARIA,27,-12.077262642054567,-77.04320003208196
JESUS MARIA,40,-12.072760064678791,-77.04698768829391
LA VICTORIA,41,-12.067171079648503,-77.01029923188933
LA VICTORIA,57,-12.079965371043787,-77.01130100320732
LINCE,24,-12.08441968280886,-77.04321922788164
JESUS MARIA,34,-12.08358892238452,-77.05911473267525
LA VICTORIA,64,-12.075217931292293,-77.0220563296595
PUEBLO LIBRE,53,-12.074547056106908,-77.07799188210988
LINCE,37,-12.082349756584916,-77.03149112569027
JESUS MARIA,75,-12.06993933858391,-77.04790233842716
JESUS MARIA,49,-12.07780114085493,-77.04326924145023
JESUS MARIA,52,-12.083777879109343,-77.05359021639474
JESUS MARIA,52,-12.082413969823039,-77.05725526321328
JESUS MARIA,89,-12.079396266571065,-77.0440089233993
LA VICTORIA,45,-12.080486789493339,-77.02053049683136
LA VICTORIA,58,-12.060531781196147,-77.02867867953763
JESUS MARIA,31,-12.071879115499122,-77.04751746030352
JESUS MARIA,14,-12.082869602535025,-77.04969495840895
JESUS MARIA,26,-12.066485055304044,-77.04220316497143
JESUS MARIA,60,-12.066331270017901,-77.04286028737704
JESUS MARIA,52,-12.087753774052725,-77.06056268533688
JESUS MARIA,61,-12.076530154258199,-77.05252310024291
JESUS MARIA,46,-12.0789854906361,-77.046799780266
LINCE,81,-12.085472405239802,-77.03115938603308
LA VICTORIA,33,-12.063623739047038,-77.03117421909187
JESUS MARIA,30,-12.07886214856621,-77.04391518434102
JESUS MARIA,47,-12.069182019892086,-77.04753033270228
LA VICTORIA,87,-12.086649629642645,-77.0211221443109
LA VICTORIA,56,-12.059718394757061,-77.01982880310719
BREÑA,68,-12.051604699301164,-77.04973622576374
PUEBLO LIBRE,34,-12.068721630156631,-77.06670254189352
LA VICTORIA,38,-12.083325525291801,-77.02397832122831
JESUS MARIA,48,-12.088372280319325,-77.05948254008247
LINCE,59,-12.079805004702587,-77.03634192887381
LA VICTORIA,44,-12.058226885078415,-77.02262081369481
LINCE,76,-12.079497333618642,-77.0392619693106
JESUS MARIA,66,-12.082101634081454,-77.05655590780907
LA VICTORIA,86,-12.069859248763198,-76.99988380100973
LA VICTORIA,91,-12.08055635577068,-77.02190315947222
JESUS MARIA,43,-12.07540367293636,-77.0431292467061
JESUS MARIA,62,-12.080287556549294,-77.0529325657138
BREÑA,49,-12.05640189543718,-77.05572043276383
LA VICTORIA,44,-12.063212575419394,-77.02751394018654
JESUS MARIA,40,-12.08325996900162,-77.05041903670335
JESUS MARIA,48,-12.086150974011142,-77.05835045255779
LINCE,96,-12.0860938040936,-77.03775164844396
JESUS MARIA,39,-12.08803639359739,-77.05859893390782
LINCE,43,-12.085608712197978,-77.04545763778924
JESUS MARIA,53,-12.08340182873576,-77.0580707255274
LINCE,37,-12.083355182823185,-77.03827124019668
PUEBLO LIBRE,59,-12.077149129312787,-77.05769810680755
LINCE,39,-12.085925635929138,-77.04178904674409
JESUS MARIA,47,-12.075787062260211,-77.05065106512424
JESUS MARIA,46,-12.08459760462971,-77.05328439012959
BREÑA,77,-12.053488591384571,-77.05613552537105
JESUS MARIA,45,-12.074396220467063,-77.05198806227644
JESUS MARIA,49,-12.092022500738128,-77.05419872950529
JESUS MARIA,58,-12.086438300981737,-77.0590363910884
LINCE,23,-12.09075038435315,-77.04719379339319
LINCE,38,-12.0836537676187,-77.03708747091714
BREÑA,45,-12.053636634395346,-77.05080791009297
LA VICTORIA,66,-12.067485769732079,-77.01948332778376
LINCE,63,-12.071558730336507,-77.03923545248983
LINCE,62,-12.08579544036625,-77.0396342479882
BREÑA,77,-12.06572291300954,-77.05739436714009
JESUS MARIA,46,-12.076747269656545,-77.05445620794842
LA VICTORIA,46,-12.070147839192693,-77.00043801878385
LINCE,37,-12.091590530028538,-77.04586280294538
LA VICTORIA,58,-12.066995191241253,-76.99892234474575
LA VICTORIA,41,-12.078438935949304,-77.01467852419563
LA VICTORIA,68,-12.073314860855607,-77.02282340791058
PUEBLO LIBRE,31,-12.082870477488727,-77.06527316639531
JESUS MARIA,36,-12.080046707204342,-77.05296228046664
BREÑA,68,-12.065465761448937,-77.05109208189064
LA VICTORIA,63,-12.074283982244086,-77.02474435583349
JESUS MARIA,29,-12.07835211817588,-77.04987413592134
PUEBLO LIBRE,70,-12.074393217197647,-77.06991453383863
JESUS MARIA,22,-12.065156194430447,-77.0415968744736
JESUS MARIA,73,-12.069843787441227,-77.04509430526073
JESUS MARIA,64,-12.089749990395918,-77.0564168247027
JESUS MARIA,41,-12.074554872732794,-77.05009322812606
JESUS MARIA,62,-12.085809616514213,-77.05650068177124
JESUS MARIA,60,-12.084089336520682,-77.05634381664898
LINCE,61,-12.08524586255268,-77.02766036848918
LA VICTORIA,38,-12.068487006048576,-77.0193045345526
LA VICTORIA,51,-12.060339137065418,-77.03374783155971
LA VICTORIA,46,-12.065836887020547,-76.99997658388212
JESUS MARIA,17,-12.081400990668838,-77.05862139602276
JESUS MARIA,55,-12.065299001152844,-77.04470021566732
JESUS MARIA,30,-12.076982779578357,-77.0519543411484
LINCE,56,-12.084729989786469,-77.03612423354272
BREÑA,67,-12.061067374536778,-77.05449917525912
LA VICTORIA,42,-12.0652582856941,-77.03323195562547
BREÑA,47,-12.059173998651017,-77.04279384441936
PUEBLO LIBRE,54,-12.07231079471988,-77.07755016490276
LINCE,46,-12.086960565855387,-77.02744906982491
LA VICTORIA,24,-12.063471127637973,-77.03053910716683
JESUS MARIA,74,-12.083919677013085,-77.05990360376433
BREÑA,26,-12.056086739941417,-77.0551560014302
JESUS MARIA,48,-12.089094240802737,-77.05178581338109
JESUS MARIA,65,-12.080857682162108,-77.04711991942831
JESUS MARIA,42,-12.082214283181413,-77.05404782446904
JESUS MARIA,31,-12.07385933982196,-77.04716898942799
LA VICTORIA,36,-12.069639510114865,-77.01344516445396
LA VICTORIA,52,-12.06876023499426,-77.00725495050705
LA VICTORIA,23,-12.086401276074211,-77.01367964186585
LA VICTORIA,64,-12.076534771371115,-77.01509840728471
JESUS MARIA,47,-12.0856581648487,-77.05895024266724
JESUS MARIA,46,-12.068296915571352,-77.04802723442383
JESUS MARIA,42,-12.091770237283487,-77.0541117955046
JESUS MARIA,70,-12.085256656057387,-77.06086887548594
LA VICTORIA,57,-12.06890019895729,-77.0310268536935
BREÑA,53,-12.054167910520425,-77.04322298173882
JESUS MARIA,58,-12.082359517509406,-77.05960909655651
JESUS MARIA,36,-12.081025339572705,-77.0503106498313
JESUS MARIA,55,-12.076825837618317,-77.04396668266439
LA VICTORIA,35,-12.075139669649909,-77.02519468258639
JESUS MARIA,56,-12.078936664159384,-77.04761360328519
LA VICTORIA,35,-12.088410961963582,-77.0127510902656
BREÑA,35,-12.061162963767762,-77.05295112518053
LA VICTORIA,40,-12.082393006993982,-77.00998750730224
PUEBLO LIBRE,60,-12.07442226576771,-77.053787075355
LINCE,71,-12.089623456589598,-77.04406665710889
LA VICTORIA,65,-12.07605656833922,-77.01301709075666
JESUS MARIA,61,-12.075886066559734,-77.04143707823371
LA VICTORIA,42,-12.077818405424741,-77.01381173666553
JESUS MARIA,52,-12.070092270025205,-77.0460718961056
JESUS MARIA,26,-12.073191951139117,-77.0440229413647
BREÑA,28,-12.053215401509773,-77.04613527644166
JESUS MARIA,23,-12.087389294518855,-77.05377711034023
JESUS MARIA,19,-12.082130187575,-77.0441317746936
BREÑA,37,-12.057905625551077,-77.04975492799086
BREÑA,43,-12.06536783815399,-77.05190786881998
PUEBLO LIBRE,54,-12.072470171532936,-77.07836721698018
PUEBLO LIBRE,64,-12.072233886881332,-77.06367587313508
PUEBLO LIBRE,71,-12.069134199869184,-77.0706052273326
LA VICTORIA,13,-12.080886722771194,-77.00945903730998
LA VICTORIA,22,-12.084258974704895,-77.01007943461401
LINCE,81,-12.07293666237539,-77.03750720938159
LA VICTORIA,57,-12.071583710955323,-77.01691482222311
JESUS MARIA,43,-12.070592194551143,-77.04972911434473
JESUS MARIA,43,-12.077951338787557,-77.04588045423775
PUEBLO LIBRE,60,-12.077646275195223,-77.05739713004006
JESUS MARIA,58,-12.078110913873306,-77.0492704618162
LA VICTORIA,13,-12.060208261333791,-77.02683265834831
BREÑA,49,-12.064656039664905,-77.05397119394146
BREÑA,56,-12.059243673965382,-77.04765651902501
BREÑA,82,-12.050628419472128,-77.04759215812855
BREÑA,35,-12.060715682102119,-77.04335979806994
JESUS MARIA,16,-12.085439136037511,-77.05647338664588
JESUS MARIA,60,-12.072342110916635,-77.04859018065098
JESUS MARIA,41,-12.083030061169241,-77.0456093397879
JESUS MARIA,25,-12.082538233632079,-77.05594798489473
JESUS MARIA,60,-12.084497419096767,-77.06115794929597
LA VICTORIA,40,-12.08075573838021,-77.0076134488655
LINCE,43,-12.084877819885204,-77.03628707562928
JESUS MARIA,69,-12.082881469705827,-77.05487991647193
JESUS MARIA,59,-12.08038929184162,-77.0528526616562
JESUS MARIA,65,-12.08580741345173,-77.0614657658231
LA VICTORIA,84,-12.07946403110885,-77.01029450817153
BREÑA,67,-12.053521826473391,-77.04331011444842
JESUS MARIA,51,-12.076737559267483,-77.04883271403514
LA VICTORIA,58,-12.062502223455729,-77.02882009636504
LA VICTORIA,41,-12.06908591873729,-77.0206161155989
JESUS MARIA,57,-12.082005068671123,-77.04426561825986
JESUS MARIA,30,-12.082736565213695,-77.05458470872055
JESUS MARIA,52,-12.089013582179433,-77.05304838412702
PUEBLO LIBRE,36,-12.07504758358574,-77.06919387194712
LA VICTORIA,61,-12.065541885311898,-77.02601512349204
JESUS MARIA,37,-12.069151965257804,-77.04584578865378
LA VICTORIA,80,-12.09015307749938,-77.02276521914122
BREÑA,65,-12.059955199847964,-77.05832674696207
JESUS MARIA,23,-12.07494568445142,-77.04685513079181
LA VICTORIA,57,-12.087247513261905,-77.02248489188054
LINCE,90,-12.086346487531632,-77.02877250119977
BREÑA,19,-12.065931437575724,-77.05980741931516
JESUS MARIA,64,-12.073091431311244,-77.05055385743047
PUEBLO LIBRE,24,-12.075630889926952,-77.0576273621494
BREÑA,48,-12.064911569489697,-77.05611389340858
PUEBLO LIBRE,46,-12.06816621900514,-77.06238520029709
JESUS MARIA,45,-12.067473476194108,-77.0402314577471
LA VICTORIA,45,-12.084192124908258,-77.01815624421936
LA VICTORIA,51,-12.07125704202347,-77.03086894993673
PUEBLO LIBRE,41,-12.083413865752753,-77.06817540956594
JESUS MARIA,57,-12.069676782399078,-77.04658011736058
JESUS MARIA,39,-12.08992725438998,-77.0558251613482
JESUS MARIA,48,-12.08598088731179,-77.05392758479508
LA VICTORIA,43,-12.084112848914843,-77.02127435204916
JESUS MARIA,58,-12.079947573334216,-77.05203449383326
JESUS MARIA,53,-12.077938784374512,-77.04638608675252
JESUS MARIA,40,-12.078289648733413,-77.05494137326028
BREÑA,50,-12.069144360775242,-77.04991409044982
LA VICTORIA,50,-12.084593952068301,-77.01136614275768
PUEBLO LIBRE,62,-12.077364742222352,-77.07137871518256
LA VICTORIA,39,-12.065823000511802,-77.01673601215488
JESUS MARIA,58,-12.078071556908823,-77.05195459421732
JESUS MARIA,54,-12.081941649777928,-77.04869074342217
JESUS MARIA,29,-12.067082325194432,-77.04532798684968
LINCE,40,-12.080145753630653,-77.03666656613618
LA VICTORIA,29,-12.06584791516157,-77.02878888861964
JESUS MARIA,45,-12.081903016520965,-77.04758957713288
JESUS MARIA,55,-12.086640623156343,-77.05287718923245
JESUS MARIA,40,-12.090283487008971,-77.05615621927555
LA VICTORIA,78,-12.05920587485051,-77.01932286314349
JESUS MARIA,39,-12.069570777495095,-77.04028329586572
JESUS MARIA,71,-12.069002585045483,-77.04114125534124
JESUS MARIA,74,-12.091026169132887,-77.05315042332859
PUEBLO LIBRE,44,-12.08129350436398,-77.06956987597003
BREÑA,35,-12.065264727716077,-77.04834839406284
LA VICTORIA,50,-12.074100257457093,-77.02086627585321
JESUS MARIA,51,-12.079710231486915,-77.04257205517233
JESUS MARIA,40,-12.078179983028594,-77.0463105010515
JESUS MARIA,68,-12.076868838535667,-77.05289215269886
LA VICTORIA,41,-12.085442987074558,-77.0142411364209
LA VICTORIA,44,-12.078742263088774,-77.02366979215304
JESUS MARIA,17,-12.082567260824403,-77.05331361842308
JESUS MARIA,40,-12.068850108309274,-77.0451087615812
PUEBLO LIBRE,28,-12.073361062190559,-77.06649649367296
LA VICTORIA,28,-12.065502755156533,-77.02721960283776
JESUS MARIA,42,-12.083772624805645,-77.05900080980811
LA VICTORIA,46,-12.076030783547635,-77.01690876104611
JESUS MARIA,43,-12.082726326933116,-77.04341155888383
JESUS MARIA,30,-12.084634055438714,-77.05839417773414
JESUS MARIA,36,-12.076834473709674,-77.04750763644165
LINCE,40,-12.076840537530883,-77.03730616700622
LA VICTORIA,25,-12.064390721453016,-77.02953304274942
JESUS MARIA,42,-12.06873059065781,-77.04788602373108
